id,exercise_id,name,default_equipment,available_equipment,exercise_types,primary_muscles,secondary_muscles,body_parts,starting_weight_lbs,starting_weight_kg,default_warmup_weight,description,instructions,tips,video_url,image_url_small,image_url_large,has_custom_image,difficulty_level,safety_rating,is_compound,is_unilateral,requires_spotter,is_active,created_at,updated_at
35b378b1-4eb1-4201-a6d1-0680f6690129,burpee,Burpee,bodyweight,"[""bodyweight""]","[""cardio"",""full_body""]","[""chest"",""quadriceps"",""glutes""]","[""triceps"",""shoulders"",""core"",""hamstrings""]","[""full_body""]",,,,"## Setup
1. Stand with feet shoulder-width apart
2. Arms at sides
3. Core engaged
4. Ready to move quickly

## Execution
1. Squat down, hands on floor
2. Jump feet back to plank
3. Optional push-up
4. Jump feet back to squat
5. Jump up with arms overhead

## Tips
- Maintain form even when tired
- Modify by stepping vs jumping
- Keep core tight in plank
- Land softly",,,,,,false,4,2,true,false,false,true,2025-08-15 17:52:45.251919+00,2025-08-15 18:12:56.329979+00
35d5c9e4-0a7e-48ba-b631-5425c718f5b1,chin_up,Chin-up,pullup_bar,"[""pullup_bar""]","[""pull"",""upper""]","[""lats"",""biceps"",""rhomboids""]","[""posterior_deltoid"",""core""]","[""upper_body""]",,,,"## Setup
1. Hang from bar with underhand grip
2. Hands shoulder-width apart
3. Arms fully extended
4. Core engaged

## Execution
1. Pull up until chin clears bar
2. Focus on pulling elbows down
3. Control the descent
4. Full extension at bottom

## Tips
- More bicep involvement than pull-ups
- Often easier than overhand pull-ups
- Don't swing body
- Keep shoulders back",,,,,,false,4,2,true,false,false,true,2025-08-15 18:12:56.329979+00,2025-08-15 18:12:56.329979+00
40fde352-e34e-4925-8244-67ba4b1be42e,leg_curl,Leg Curl,machine,"[""machine""]","[""pull"",""lower""]","[""hamstrings""]","[""glutes"",""calves""]","[""lower_body""]",80.00,36.00,40.00,"## Setup
1. Lie face down on machine
2. Position pad just above heels
3. Grip handles for stability
4. Hips pressed into pad

## Execution
1. Curl heels toward glutes
2. Squeeze hamstrings at top
3. Lower with control
4. Don't let weights touch

## Tips
- Focus on hamstring contraction
- Don't use momentum
- Keep hips down on pad
- Full range of motion",,,,,,false,2,1,false,false,false,true,2025-08-15 18:12:56.329979+00,2025-08-15 18:12:56.329979+00
419c13b2-9534-40af-ba2c-20c9a0673d48,turkish_get_up,Turkish Get-up,kettlebell,"[""kettlebell"",""dumbbell""]","[""full_body"",""core""]","[""shoulders"",""core"",""glutes""]","[""triceps"",""quadriceps"",""hamstrings""]","[""full_body""]",25.00,12.00,15.00,"## Setup
1. Lie on back with kettlebell in one hand
2. Arm straight up, other arm at side
3. Bend knee on same side as weight
4. Keep eyes on the weight

## Execution
1. Roll to elbow, then to hand
2. Lift hips up into bridge
3. Thread leg under to kneel
4. Stand up, reverse to return

## Tips
- Learn the pattern with no weight first
- Keep eyes on weight throughout
- Move slowly and controlled
- Practice both sides equally",,,,,,false,5,3,true,false,false,true,2025-08-15 18:12:56.329979+00,2025-08-15 18:12:56.329979+00
450de1e7-f576-4380-9ef0-620b41fbf2b5,jumping_jacks,Jumping Jacks,bodyweight,"[""bodyweight""]","[""cardio""]","[""calves"",""quadriceps""]","[""glutes"",""shoulders"",""core""]","[""full_body""]",,,,"## Setup
1. Stand with feet together
2. Arms at sides
3. Keep core engaged
4. Be ready for continuous movement

## Execution
1. Jump feet apart while raising arms overhead
2. Jump feet back together while lowering arms
3. Maintain steady rhythm
4. Land softly on balls of feet

## Tips
- Keep core engaged throughout
- Land softly to reduce impact
- Maintain good posture
- Modify by stepping side to side if needed",,,,,,false,1,1,false,false,false,true,2025-08-15 17:52:45.251919+00,2025-08-15 18:12:56.329979+00
4515815a-1aca-45d3-9962-058fbb2797e7,muscle_up,Muscle-up,pullup_bar,"[""pullup_bar"",""rings""]","[""pull"",""push"",""upper""]","[""lats"",""biceps"",""triceps"",""chest""]","[""core"",""shoulders""]","[""upper_body""]",,,,"## Setup
1. Hang from bar with false grip
2. Hands close together
3. Generate swing or momentum
4. Core engaged

## Execution
1. Explosive pull-up
2. Transition over the bar
3. Press to support position
4. Lower with control

## Tips
- Very advanced movement
- Master pull-ups and dips first
- Practice transition movement
- Consider kipping version",,,,,,false,5,3,true,false,false,true,2025-08-15 18:12:56.329979+00,2025-08-15 18:12:56.329979+00
4bd188b5-626f-4c88-aa60-0dd283b1bdbe,clean_and_press,Clean and Press,barbell,"[""barbell"",""dumbbell"",""kettlebell""]","[""power"",""full_body""]","[""shoulders"",""traps"",""quadriceps"",""glutes""]","[""triceps"",""core"",""hamstrings""]","[""full_body""]",95.00,42.50,45.00,"## Setup
1. Bar on floor, feet hip-width apart
2. Grip bar with hands shoulder-width
3. Back straight, chest up
4. Shoulders over bar

## Execution
1. Pull bar up explosively
2. Catch at shoulder level
3. Brief pause in front squat position
4. Press overhead
5. Lower bar to shoulders then floor

## Tips
- Explosive movement from floor
- Requires good mobility
- Start light to learn technique
- Consider coaching for form",,,,,,false,5,4,true,false,false,true,2025-08-15 17:52:45.251919+00,2025-08-15 18:12:56.329979+00
514577e3-ed49-471e-b3e6-e4be4226cf34,cable_crossover,Cable Crossover,cable,"[""cable""]","[""push"",""upper""]","[""chest""]","[""anterior_deltoid""]","[""upper_body""]",40.00,18.00,25.00,"## Setup
1. Stand between cable towers
2. Grab handles at shoulder height
3. Step forward, slight lean
4. Arms slightly bent

## Execution
1. Bring handles together in front of chest
2. Squeeze chest muscles
3. Control the return
4. Feel stretch at start position

## Tips
- Keep elbow angle constant
- Focus on chest squeeze
- Don't go too heavy
- Control the eccentric",,,,,,false,3,2,false,false,false,true,2025-08-15 18:12:56.329979+00,2025-08-15 18:12:56.329979+00
52744a4f-ef1d-4c62-8627-3a3d6d98f827,pistol_squat,Pistol Squat,bodyweight,"[""bodyweight""]","[""push"",""lower""]","[""quadriceps"",""glutes""]","[""hamstrings"",""core"",""calves""]","[""lower_body""]",,,,"## Setup
1. Stand on one leg
2. Extend other leg forward
3. Arms forward for balance
4. Core engaged

## Execution
1. Squat down on one leg
2. Keep extended leg straight
3. Go as deep as possible
4. Drive through heel to stand

## Tips
- Very advanced movement
- Requires great mobility and strength
- Practice with assistance first
- Work on ankle and hip mobility",,,,,,false,5,3,true,false,false,true,2025-08-15 18:12:56.329979+00,2025-08-15 18:12:56.329979+00
55ec52c4-b4d8-4e8c-beb3-2919408135b9,power_clean,Power Clean,barbell,"[""barbell"",""dumbbell""]","[""power"",""full_body""]","[""traps"",""shoulders"",""quadriceps"",""glutes""]","[""hamstrings"",""core"",""calves""]","[""full_body""]",95.00,42.50,45.00,"## Setup
1. Bar on floor, feet hip-width apart
2. Grip bar outside legs
3. Back straight, chest up
4. Shoulders slightly over bar

## Execution
1. Pull bar up explosively
2. Shrug shoulders and pull under
3. Catch in front squat position
4. Stand up with weight
5. Lower bar to floor with control

## Tips
- Focus on explosive hip extension
- Quick turnover under the bar
- Practice the catch position
- Start with light weight",,,,,,false,5,4,true,false,false,true,2025-08-15 18:12:56.329979+00,2025-08-15 18:12:56.329979+00
6a4be28e-ed1c-4f9e-a5b9-564ef6c9ba66,lat_pulldown,Lat Pulldown,cable,"[""cable"",""machine""]","[""pull"",""upper""]","[""lats"",""rhomboids""]","[""biceps"",""posterior_deltoid""]","[""upper_body""]",100.00,45.00,60.00,"## Setup
1. Sit at lat pulldown machine
2. Grip bar wider than shoulders
3. Slight lean back
4. Chest up, core engaged

## Execution
1. Pull bar to upper chest
2. Squeeze shoulder blades together
3. Control the return
4. Full arm extension at top

## Tips
- Don't pull behind neck
- Focus on lat engagement
- Don't use momentum
- Keep chest up throughout",,,,,,false,3,2,true,false,false,true,2025-08-15 18:12:56.329979+00,2025-08-15 18:12:56.329979+00
7aad8dc4-bc02-4d1c-a5da-a57ef62c374f,incline_bench_press,Incline Bench Press,barbell,"[""barbell"",""dumbbell"",""smith_machine""]","[""push"",""upper""]","[""chest"",""anterior_deltoid"",""triceps""]","[""core""]","[""upper_body""]",115.00,50.00,45.00,"## Setup
1. Set bench to 30-45° incline
2. Eyes under bar when lying back
3. Grip slightly wider than shoulders
4. Feet flat, maintain contact with bench

## Execution
1. Lower bar to upper chest/collar bone
2. Press up and slightly back
3. Full lockout at top
4. Control the descent

## Tips
- Don't go steeper than 45°
- Target upper chest fibers
- Keep wrists straight
- Don't bounce off chest",,,,,,false,4,3,true,false,true,true,2025-08-15 17:52:45.251919+00,2025-08-15 18:12:56.329979+00
7c36db2b-d59b-4e69-87c7-a9c8ad036418,bench_press,Bench Press,barbell,"[""barbell"",""dumbbell"",""smith_machine"",""cable""]","[""push"",""upper""]","[""chest"",""triceps"",""anterior_deltoid""]","[""core""]","[""upper_body""]",135.00,60.00,45.00,"## Setup
1. Lie flat on bench with eyes under the bar
2. Grip bar with hands slightly wider than shoulders
3. Keep feet flat on floor, maintain natural arch
4. Engage core and pull shoulder blades back

## Execution
1. Unrack bar and position over chest
2. Lower bar to chest with control
3. Press bar up explosively
4. Lock out arms at top

## Tips
- Keep wrists straight and elbows at 45°
- Touch chest lightly, don't bounce
- Maintain tight upper back throughout",,,,,,false,4,3,true,false,true,true,2025-08-15 13:38:39.68442+00,2025-08-15 18:12:56.329979+00
7f74d87c-168b-46bd-835c-09fc029849d8,pull_up,Pull-up,pullup_bar,"[""pullup_bar""]","[""pull"",""upper""]","[""lats"",""rhomboids"",""biceps""]","[""posterior_deltoid"",""core""]","[""upper_body""]",,,,"## Setup
1. Hang from bar, hands shoulder-width
2. Overhand grip, arms extended
3. Engage core to prevent swing
4. Shoulders active, not relaxed

## Execution
1. Pull up until chin clears bar
2. Lead with chest, not chin
3. Control the descent
4. Full arm extension at bottom

## Tips
- Don't swing or use momentum
- Focus on pulling with lats
- Use assistance if needed
- Progress with negatives",,,,,,false,5,2,true,false,false,true,2025-08-15 13:38:39.68442+00,2025-08-15 18:12:56.329979+00
80ace318-6e21-45a9-9a36-68489a4a8a24,chest_fly_machine,Chest Fly Machine,machine,"[""machine""]","[""push"",""upper""]","[""chest""]","[""anterior_deltoid""]","[""upper_body""]",80.00,36.00,40.00,"## Setup
1. Sit in machine, back against pad
2. Grip handles or position arms on pads
3. Slight bend in elbows
4. Chest up, shoulders back

## Execution
1. Bring handles/arms together
2. Squeeze chest muscles
3. Control the return
4. Feel stretch at start position

## Tips
- Keep elbow angle constant
- Focus on chest contraction
- Don't go too heavy
- Control both directions",,,,,,false,2,1,false,false,false,true,2025-08-15 18:12:56.329979+00,2025-08-15 18:12:56.329979+00
81253ca7-94c3-4800-b331-e313ff8f22eb,cat_cow_stretch,Cat-Cow Stretch,bodyweight,"[""bodyweight""]","[""mobility"",""core""]","[""erector_spinae"",""core""]","[""shoulders""]","[""core""]",,,,"## Setup
1. Start on hands and knees
2. Hands under shoulders, knees under hips
3. Neutral spine position
4. Look down at floor

## Execution
1. Arch back and look up (cow)
2. Round back and tuck chin (cat)
3. Move slowly between positions
4. Feel the stretch through spine

## Tips
- Move slowly and controlled
- Feel the stretch in each position
- Great for spine mobility
- Can be done as warm-up",,,,,,false,1,1,false,false,false,true,2025-08-15 18:12:56.329979+00,2025-08-15 18:12:56.329979+00
83a8c98d-a47f-4319-b1a4-de4add4a4589,lateral_raise,Lateral Raise,dumbbell,"[""dumbbell"",""cable"",""resistance_band""]","[""push"",""upper""]","[""anterior_deltoid"",""posterior_deltoid""]","[""traps"",""core""]","[""upper_body""]",15.00,7.00,10.00,"## Setup
1. Stand tall with dumbbells at sides
2. Keep slight bend in elbows
3. Maintain neutral spine
4. Core engaged

## Execution
1. Raise weights out to sides
2. Lift until arms parallel to floor
3. Pause briefly at top
4. Lower slowly and controlled

## Tips
- Lead with pinky finger
- Don't lift higher than shoulder height
- Control eccentric (lowering) portion
- Don't use momentum or swing",,,,,,false,2,1,false,false,false,true,2025-08-15 13:38:39.68442+00,2025-08-15 18:12:56.329979+00
8d1e760f-6644-4327-841c-90662d634350,calf_raise,Calf Raise,bodyweight,"[""bodyweight"",""dumbbell"",""machine""]","[""lower"",""calves""]","[""calves""]",[],"[""lower_body""]",,,,"## Setup
1. Stand tall with feet hip-width apart
2. Keep core engaged
3. Can hold dumbbells for added resistance
4. Stand on edge of step for greater range (optional)

## Execution
1. Rise up onto toes as high as possible
2. Squeeze calves at top
3. Hold briefly at top
4. Lower slowly to starting position

## Tips
- Control both lifting and lowering phases
- Use full range of motion
- Can be done on step for greater stretch
- Focus on quality over speed",,,,,,false,1,1,false,false,false,true,2025-08-15 13:38:39.68442+00,2025-08-15 18:12:56.329979+00
9410b8b5-c2ff-409c-8324-0ee16a4831f8,squat,Squat,barbell,"[""barbell"",""smith_machine"",""dumbbell"",""bodyweight""]","[""push"",""lower"",""quad""]","[""quadriceps"",""glutes"",""hamstrings""]","[""core"",""erector_spinae"",""calves""]","[""lower_body""]",135.00,60.00,45.00,"## Setup
1. Position bar on upper traps (high bar) or rear delts (low bar)
2. Stand with feet shoulder-width apart
3. Toes slightly pointed out
4. Engage core and maintain neutral spine

## Execution
1. Initiate by pushing hips back
2. Descend until hip crease below knee cap
3. Drive through heels to return to start
4. Maintain chest up throughout

## Tips
- Keep knees tracking over toes
- Don't let knees cave inward
- Full depth for best results
- Control the descent",,,,,,false,4,3,true,false,false,true,2025-08-15 13:38:39.68442+00,2025-08-15 18:12:56.329979+00
9fa0da04-f340-4f2c-8193-e481d7f90850,sled_push,Sled Push,sled,"[""sled""]","[""push"",""cardio""]","[""quadriceps"",""glutes"",""calves""]","[""core"",""shoulders"",""triceps""]","[""full_body""]",90.00,40.00,45.00,"## Setup
1. Load sled with appropriate weight
2. Grip handles firmly
3. Body at 45° angle
4. Core engaged

## Execution
1. Drive with legs, push sled forward
2. Maintain body angle
3. Small, quick steps
4. Keep pushing through fatigue

## Tips
- Stay low for better leverage
- Push through balls of feet
- Keep core tight
- Great for conditioning",,,,,,false,3,2,false,false,false,true,2025-08-15 18:12:56.329979+00,2025-08-15 18:12:56.329979+00
a4366585-fc7c-4ba9-94bb-7d8fd21f93d3,kettlebell_goblet_squat,Kettlebell Goblet Squat,kettlebell,"[""kettlebell"",""dumbbell""]","[""push"",""lower""]","[""quadriceps"",""glutes""]","[""core"",""hamstrings""]","[""lower_body""]",35.00,16.00,25.00,"## Setup
1. Hold kettlebell by horns at chest
2. Elbows pointing down
3. Feet shoulder-width apart
4. Core engaged

## Execution
1. Squat down keeping chest up
2. Elbows can touch inside of knees
3. Full depth squat
4. Drive through heels to stand

## Tips
- Great for learning squat pattern
- Use elbows to push knees out
- Keep weight at chest level
- Focus on mobility",,,,,,false,2,1,true,false,false,true,2025-08-15 18:12:56.329979+00,2025-08-15 18:12:56.329979+00
aace7a9d-8274-4bc3-851a-c3ab21a2012a,leg_extension,Leg Extension,machine,"[""machine""]","[""push"",""lower""]","[""quadriceps""]",[],"[""lower_body""]",80.00,36.00,40.00,"## Setup
1. Sit in machine with back against pad
2. Position pad just above ankles
3. Grip handles for stability
4. Thighs fully on seat

## Execution
1. Extend legs until knees straight
2. Squeeze quads at top
3. Lower with control
4. Don't let weights touch

## Tips
- Don't swing or use momentum
- Focus on quad contraction
- Control the eccentric
- Point toes up slightly",,,,,,false,2,2,false,false,false,true,2025-08-15 18:12:56.329979+00,2025-08-15 18:12:56.329979+00
ac908c29-c8da-46a7-a455-bcadf0e8cb57,bent_over_row,Bent Over Row,barbell,"[""barbell"",""dumbbell"",""cable""]","[""pull"",""upper""]","[""lats"",""rhomboids"",""posterior_deltoid""]","[""biceps"",""traps"",""core""]","[""upper_body""]",95.00,42.50,45.00,"## Setup
1. Hinge at hips, lean forward 45°
2. Keep chest up and core engaged
3. Grip bar shoulder-width apart
4. Let arms hang naturally

## Execution
1. Pull bar to lower chest
2. Squeeze shoulder blades together
3. Keep elbows close to body
4. Lower with control

## Tips
- Don't stand up during movement
- Focus on pulling with back, not arms
- Maintain hip hinge position
- Don't let shoulders round",,,,,,false,4,3,true,false,false,true,2025-08-15 17:52:45.251919+00,2025-08-15 18:12:56.329979+00
ba13751a-efee-45ed-b42b-e7dce6afb4d5,handstand_push_up,Handstand Push-up,bodyweight,"[""bodyweight""]","[""push"",""upper""]","[""shoulders"",""triceps""]","[""core"",""forearms""]","[""upper_body""]",,,,"## Setup
1. Kick up into handstand against wall
2. Hands shoulder-width apart
3. Body straight from hands to feet
4. Core engaged

## Execution
1. Lower head toward floor
2. Press back to straight arms
3. Control both directions
4. Keep body straight throughout

## Tips
- Master regular handstand first
- Use wall for support initially
- Very advanced exercise
- Build up shoulder strength first",,,,,,false,5,4,true,false,false,true,2025-08-15 18:12:56.329979+00,2025-08-15 18:12:56.329979+00
be08508d-e20c-4223-9469-31cfb3b4cbfc,dumbbell_curl,Dumbbell Bicep Curl,dumbbell,"[""dumbbell"",""cable"",""barbell""]","[""pull"",""upper"",""arms""]","[""biceps""]","[""forearms""]","[""upper_body""]",25.00,12.00,15.00,"## Setup
1. Stand with dumbbell in each hand
2. Arms at sides, palms forward
3. Core engaged, shoulders back
4. Elbows close to sides

## Execution
1. Curl weights up by flexing biceps
2. Keep upper arms stationary
3. Squeeze at the top
4. Lower slowly and controlled

## Tips
- Don't swing or use momentum
- Keep elbows tucked to sides
- Focus on bicep contraction
- Full range of motion",,,,,,false,2,1,false,false,false,true,2025-08-15 13:38:39.68442+00,2025-08-15 18:12:56.329979+00
bff7ab54-f38c-49f9-b7b4-00c101b72cea,mountain_climbers,Mountain Climbers,bodyweight,"[""bodyweight""]","[""cardio"",""core""]","[""core"",""shoulders""]","[""quadriceps"",""glutes""]","[""full_body""]",,,,"## Setup
1. Start in plank position
2. Hands under shoulders
3. Body in straight line
4. Core engaged

## Execution
1. Bring one knee toward chest
2. Quickly switch legs
3. Continue alternating
4. Maintain plank position

## Tips
- Keep hips level
- Don't let hands drift forward
- Start slow, build speed
- Maintain straight body line",,,,,,false,3,2,false,false,false,true,2025-08-15 17:52:45.251919+00,2025-08-15 18:12:56.329979+00
c0d26cb9-6c16-4b2b-a09b-1151cd040ed2,deadlift,Deadlift,barbell,"[""barbell"",""trap_bar"",""dumbbell""]","[""pull"",""lower"",""posterior""]","[""hamstrings"",""glutes"",""erector_spinae"",""lats"",""traps""]","[""rhomboids"",""core"",""forearms"",""quadriceps""]","[""full_body""]",135.00,60.00,95.00,"## Setup
1. Stand with feet hip-width apart, bar over mid-foot
2. Hinge at hips and bend knees to grip bar
3. Keep chest up and back neutral
4. Engage lats and pull shoulders down

## Execution
1. Drive through heels to lift bar
2. Extend hips and knees simultaneously
3. Keep bar close to body
4. Stand tall at top, shoulders back

## Tips
- Maintain neutral spine throughout
- Bar travels in straight line
- Don't round back or hyperextend
- Think ""push floor away"" with feet",,,,,,false,5,4,true,false,false,true,2025-08-15 13:38:39.68442+00,2025-08-15 18:12:56.329979+00
c10a2f21-5b3c-47d5-b475-a1e3efb3dcbf,dumbbell_lunge,Dumbbell Lunge,dumbbell,"[""dumbbell"",""bodyweight""]","[""push"",""lower""]","[""quadriceps"",""glutes""]","[""hamstrings"",""calves"",""core""]","[""lower_body""]",25.00,12.00,15.00,"## Setup
1. Hold dumbbells at sides or shoulders
2. Stand tall, core engaged
3. Feet hip-width apart
4. Look straight ahead

## Execution
1. Step forward into lunge position
2. Both knees bend to 90°
3. Push back to starting position
4. Alternate legs or complete one side

## Tips
- Keep most weight on front leg
- Don't let front knee drift past toes
- Keep torso upright
- Control the descent",,,,,,false,3,2,true,false,false,true,2025-08-15 18:12:56.329979+00,2025-08-15 18:12:56.329979+00
c14a4469-8b6f-4979-9f00-5fd31e2da5b8,cable_row,Cable Row,cable,"[""cable"",""machine""]","[""pull"",""upper""]","[""lats"",""rhomboids"",""posterior_deltoid""]","[""biceps"",""traps""]","[""upper_body""]",100.00,45.00,60.00,"## Setup
1. Sit at cable row machine
2. Feet on platform, knees slightly bent
3. Grip handle with both hands
4. Sit tall with chest up

## Execution
1. Pull handle to lower chest/upper abdomen
2. Squeeze shoulder blades together
3. Control the return
4. Feel lat stretch at extension

## Tips
- Don't round back
- Pull elbows back, not just hands
- Keep chest up throughout
- Control both directions",,,,,,false,3,2,true,false,false,true,2025-08-15 18:12:56.329979+00,2025-08-15 18:12:56.329979+00
